Núcleo,Posição Geral,Posição Prioridade,Número do processo,Vara,Data Remessa Contadoria,Prioridade,Calculista,Data da atribuição,Cumprimento,Data da conclusão,Valor Total Devido - Custas,Observações,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1ª CC,305.0,15.0,0112065-61.2024.8.17.2001,Seção A da 10ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,306.0,,0136233-35.2021.8.17.2001,Seção B da 4ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,307.0,,0124117-26.2023.8.17.2001,Seção A da 3ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,308.0,,0073681-68.2020.8.17.2001,Seção B da 10ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,309.0,16.0,0029666-19.2017.8.17.2001,Seção A da 3ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,310.0,17.0,0126301-23.2021.8.17.2001,Seção B da 10ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,311.0,,0000943-77.2023.8.17.2001,Seção A da 3ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,312.0,,0029240-57.1998.8.17.0001,Seção A da 36ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,313.0,18.0,0023947-12.2024.8.17.2001,Seção A da 3ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,314.0,19.0,0054015-13.2022.8.17.2001,Seção B da 17ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,315.0,20.0,0032918-20.2023.8.17.2001,Seção A da 34ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,316.0,,0008026-81.2022.8.17.2001,Seção B da 1ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,317.0,,0046550-26.2017.8.17.2001,Seção B da 14ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,318.0,21.0,0064729-08.2017.8.17.2001,Seção A da 8ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,319.0,,0025997-55.2017.8.17.2001,Seção A da 9ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,320.0,22.0,0000865-49.2024.8.17.2001,Seção A da 7ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,321.0,,0069980-07.2017.8.17.2001,Seção B da 35ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,322.0,,0044355-58.2023.8.17.2001,Seção A da 10ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,323.0,23.0,0035379-28.2024.8.17.2001,Seção A da 12ª Vara Cível da Capital,26/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,324.0,,0076191-49.2023.8.17.2001,Seção B da 8ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,325.0,,0002723-67.2014.8.17.2001,Seção A da 11ª Vara Cível da Capital,26/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,326.0,,0027460-22.2023.8.17.2001,Seção B da 12ª Vara Cível da Capital,27/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,327.0,2.0,0040282-14.2021.8.17.2001,Seção B da 17ª Vara Cível da Capital,27/02/2025,Super prioridade,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,328.0,,0037961-74.2019.8.17.2001,Seção B da 17ª Vara Cível da Capital,27/02/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/03/2025,Pendente,,,,,,,,,
1ª CC,329.0,3.0,0070372-05.2021.8.17.2001,Seção A da 24ª Vara Cível da Capital,27/02/2025,Super prioridade,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,330.0,24.0,0080339-40.2022.8.17.2001,Seção B da 7ª Vara Cível da Capital,27/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,331.0,4.0,0015815-63.2024.8.17.2001,Seção A da 6ª Vara Cível da Capital,27/02/2025,Super prioridade,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,332.0,5.0,0145813-21.2023.8.17.2001,Seção B da 10ª Vara Cível da Capital,27/02/2025,Super prioridade,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,333.0,25.0,0004304-53.2022.8.17.4001,Seção B da 12ª Vara Cível da Capital,27/02/2025,Prioridade Legal,Joao Rafael Sabino Pereira,10/03/2025,Pendente,,,,,,,,,
1ª CC,334.0,,0021492-07.2017.8.17.0001,Seção B da 6ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0113885-52.2023.8.17.2001,Seção B da 26ª Vara Cível da Capital,27/02/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 301,32",,,,,,,
1ª CC,335.0,,0068323-65.2007.8.17.0001,Seção A da 12ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,336.0,,0017929-14.2020.8.17.2001,Seção B da 7ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,337.0,,0121494-52.2024.8.17.2001,Seção A da 2ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,338.0,,0075757-94.2022.8.17.2001,Seção B da 6ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0005763-08.2024.8.17.2001,Seção A da 29ª Vara Cível da Capital,27/02/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 294,74",,,,,,,
1ª CC,339.0,,0022390-30.2011.8.17.0001,Seção B da 9ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0028046-31.2012.8.17.0001,Seção B da 30ª Vara Cível da Capital,27/02/2025,Super prioridade,Ivanise Pessoa Goncalves,11/03/2025,Devolvido: não há cálculos a serem realizados,11/03/2025,,custas satisfeitas,,,,,,
1ª CC,340.0,,0127435-91.2009.8.17.0001,Seção B da 8ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,341.0,,0070256-67.2019.8.17.2001,Seção A da 4ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0146200-36.2023.8.17.2001,Seção B da 4ª Vara Cível da Capital,27/02/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 144,71",,,,,,,
1ª CC,342.0,,0063265-70.2022.8.17.2001,Seção B da 26ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,343.0,,0021365-40.2015.8.17.0001,Seção B da 34ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,344.0,,0056052-43.2015.8.17.0001,Seção B da 35ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,345.0,,0187910-08.2012.8.17.0001,Seção B da 4ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,346.0,,0004342-56.2019.8.17.2001,Seção B da 35ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0000192-27.2022.8.17.2001,Seção B da 22ª Vara Cível da Capital,27/02/2025,Super prioridade,Ivanise Pessoa Goncalves,11/03/2025,Devolvido: não há cálculos a serem realizados,11/03/2025,,custas satisfeitas,,,,,,
1ª CC,347.0,6.0,0024394-78.2016.8.17.2001,Seção B da 3ª Vara Cível da Capital,27/02/2025,Super prioridade,Joao Rafael Sabino Pereira,11/03/2025,Pendente,,,,,,,,,
1ª CC,348.0,,0060171-22.2019.8.17.2001,Seção A da 12ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,349.0,,0043980-24.2015.8.17.0001,Seção B da 36ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,350.0,,0051584-45.2018.8.17.2001,Seção A da 29ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,351.0,,0094224-24.2022.8.17.2001,Seção A da 29ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,352.0,,0022876-54.2007.8.17.0001,Seção A da 6ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,353.0,,0075503-25.2013.8.17.0001,Seção B da 15ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,354.0,7.0,0120610-57.2023.8.17.2001,Seção A da 6ª Vara Cível da Capital,27/02/2025,Super prioridade,Joao Rafael Sabino Pereira,11/03/2025,Pendente,,,,,,,,,
1ª CC,355.0,,0137217-48.2023.8.17.2001,Seção A da 6ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,356.0,,0040288-21.2021.8.17.2001,Seção A da 32ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0042995-88.2023.8.17.2001,Seção B da 10ª Vara Cível da Capital,27/02/2025,Super prioridade,Cynthia Elisa Ramalho Da Silva,11/03/2025,Cálculo realizado,12/03/2025,"R$ 1.542,82",,,,,,,
1ª CC,357.0,,0041965-52.2022.8.17.2001,Seção B da 36ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,358.0,,0073999-80.2022.8.17.2001,Seção B da 26ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,359.0,,0034222-93.2019.8.17.2001,Seção A da 20ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,360.0,,0031246-41.2015.8.17.0001,Seção B da 25ª Vara Cível da Capital,27/02/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0158306-30.2023.8.17.2001,Seção A da 14ª Vara Cível da Capital,27/02/2025,Super prioridade,Cynthia Elisa Ramalho Da Silva,11/03/2025,Cálculo realizado,12/03/2025,"R$ 1.061,02",,,,,,,
1ª CC,,,0009652-04.2023.8.17.2001,Seção A da 8ª Vara Cível da Capital,06/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,custas pagas,,,,,,
1ª CC,361.0,,0005531-69.2019.8.17.2001,Seção A da 19ª Vara Cível da Capital,08/03/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0066148-19.2024.8.17.2001,Seção A da 22ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 568,26",,,,,,,
1ª CC,362.0,,0004531-29.2022.8.17.2001,Seção B da 17ª Vara Cível da Capital,10/03/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0083721-07.2023.8.17.2001,Seção B da 1ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,custas pagas,,,,,,
1ª CC,363.0,,0054366-89.2010.8.17.0001,Seção B da 35ª Vara Cível da Capital,10/03/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0044873-14.2024.8.17.2001,Seção B da 1ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,custas pagas,,,,,,
1ª CC,,,0031482-89.2024.8.17.2001,Seção B da 6ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 360,19",,,,,,,
1ª CC,,,0056666-47.2024.8.17.2001,Seção A da 20ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 215,52",,,,,,,
1ª CC,,,0117332-48.2023.8.17.2001,Seção B da 10ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 310,79",,,,,,,
1ª CC,364.0,,0090784-83.2023.8.17.2001,Seção A da 33ª Vara Cível da Capital,10/03/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0046126-71.2023.8.17.2001,Seção A da 34ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 873,88",,,,,,,
1ª CC,,,0080607-65.2020.8.17.2001,Seção B da 32ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Danielle Maciel Campos,11/03/2025,Cálculo realizado,12/03/2025,"R$ 436,87",,,,,,,
1ª CC,365.0,,0053588-50.2021.8.17.2001,Seção A da 36ª Vara Cível da Capital,10/03/2025,Sem prioridade,Danielle Maciel Campos,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0017925-11.2019.8.17.2001,Seção B da 2ª Vara Cível da Capital,10/03/2025,Super prioridade,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,11/03/2025,"R$ 258,45",,,,,,,
1ª CC,366.0,,0024375-96.2021.8.17.2001,Seção B da 10ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,367.0,,0077239-09.2024.8.17.2001,Seção A da 29ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0132431-24.2024.8.17.2001,Seção A da 30ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: solicitação de esclarecimentos ,12/03/2025,,,,,,,,
1ª CC,,,0064947-89.2024.8.17.2001,Seção A da 15ª Vara Cível da Capital,10/03/2025,Super prioridade,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: cumprimento de sentença,11/03/2025,,,,,,,,
1ª CC,368.0,,0060991-07.2020.8.17.2001,Seção B da 14ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,369.0,,0010723-26.2015.8.17.0480,Núcleo de Justiça 4.0 - Seguro Habitacional - SFH,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0087210-91.2019.8.17.2001,Seção B da 26ª Vara Cível da Capital,10/03/2025,Super prioridade,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,11/03/2025,"R$ 247,56",,,,,,,
1ª CC,370.0,,0120538-46.2018.8.17.2001,Seção B da 35ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,371.0,,0061888-93.2024.8.17.2001,Seção B da 11ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,372.0,,0114184-97.2021.8.17.2001,Seção A da 2ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,373.0,,0017893-45.2015.8.17.2001,Seção A da 10ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0116661-88.2024.8.17.2001,Seção A da 7ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,12/03/2025,"R$ 336,78",,,,,,,
1ª CC,,,0018892-51.2022.8.17.2001,Seção A da 10ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,gratuidade,,,,,,
1ª CC,,,0121989-67.2022.8.17.2001,Seção B da 1ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,12/03/2025,"R$ 359,36",,,,,,,
1ª CC,374.0,,0012710-54.2019.8.17.2001,Seção A da 12ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,375.0,,0044193-34.2021.8.17.2001,Seção A da 2ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0051646-75.2024.8.17.2001,Seção A da 10ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,custas pagas,,,,,,
1ª CC,376.0,,0009540-35.2023.8.17.2001,Seção B da 22ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,377.0,,0006577-83.2025.8.17.2001,Seção A da 2ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0067826-11.2020.8.17.2001,Seção B da 34ª Vara Cível da Capital,10/03/2025,Super prioridade,Danielle Maciel Campos,11/03/2025,Cálculo realizado,11/03/2025,"R$ 677,40",,,,,,,
1ª CC,378.0,,0018362-91.2015.8.17.2001,Seção B da 3ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,379.0,,0025698-34.2024.8.17.2001,Seção B da 11ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,380.0,,0017930-33.2019.8.17.2001,Seção B da 3ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0163283-02.2022.8.17.2001,Seção A da 10ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,12/03/2025,"R$ 281,57",,,,,,,
1ª CC,,,0147742-89.2023.8.17.2001,Seção A da 9ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,12/03/2025,"R$ 354,47",,,,,,,
1ª CC,,,0015738-64.2018.8.17.2001,Seção B da 3ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,12/03/2025,"R$ 1.603,18",,,,,,,
1ª CC,,,0045495-98.2021.8.17.2001,Seção B da 34ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: solicitação de esclarecimentos ,12/03/2025,,,,,,,,
1ª CC,381.0,,0038210-59.2018.8.17.2001,Seção B da 35ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,382.0,,0017047-57.2017.8.17.2001,Seção A da 24ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,383.0,,0062439-15.2020.8.17.2001,Seção B da 21ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0084404-83.2019.8.17.2001,Seção A da 34ª Vara Cível da Capital,10/03/2025,Super prioridade,Danielle Maciel Campos,11/03/2025,Cálculo realizado,11/03/2025,"R$ 1.349,13",,,,,,,
1ª CC,,,0054292-06.2008.8.17.0001,Seção B da 17ª Vara Cível da Capital,10/03/2025,Super prioridade,Danielle Maciel Campos,11/03/2025,Devolvido: não há cálculos a serem realizados,11/03/2025,,custas pagas,,,,,,
1ª CC,384.0,,0137561-92.2024.8.17.2001,Seção A da 27ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,385.0,,0033257-19.2010.8.17.0001,Seção A da 15ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,386.0,,0129131-88.2023.8.17.2001,Seção B da 30ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,387.0,,0069324-45.2020.8.17.2001,Seção B da 17ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,388.0,,0062516-24.2020.8.17.2001,Seção A da 27ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,389.0,,0001946-49.2006.8.17.0001,Seção A da 19ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0133641-13.2024.8.17.2001,Seção B da 30ª Vara Cível da Capital,10/03/2025,Super prioridade,Ivanise Pessoa Goncalves,11/03/2025,Devolvido: não há cálculos a serem realizados,11/03/2025,,custas satisfeitas,,,,,,
1ª CC,390.0,,0054968-51.2008.8.17.0001,Seção B da 2ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,391.0,,0027678-51.2014.8.17.0001,Seção A da 12ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0074073-03.2023.8.17.2001,Seção B da 32ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Cálculo realizado,12/03/2025,"R$ 1.720,35",,,,,,,
1ª CC,392.0,,0089029-59.2013.8.17.0001,Seção B da 17ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0072255-16.2023.8.17.2001,Seção A da 1ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,gratuidade,,,,,,
1ª CC,,,0051506-41.2024.8.17.2001,Seção A da 1ª Vara Cível da Capital,10/03/2025,Prioridade Legal,Elidiane Ribeiro Guerra,11/03/2025,Devolvido: não há cálculos a serem realizados,12/03/2025,,custas pagas,,,,,,
1ª CC,393.0,,0049290-79.2013.8.17.0001,Seção B da 4ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,394.0,,0039733-96.2024.8.17.2001,Seção A da 7ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,395.0,,0040336-14.2020.8.17.2001,Seção A da 1ª Vara Cível da Capital,10/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,396.0,,0051389-60.2018.8.17.2001,Seção B da 24ª Vara Cível da Capital,11/03/2025,Sem prioridade,Elidiane Ribeiro Guerra,11/03/2025,Pendente,,,,,,,,,
1ª CC,397.0,,0047190-58.2019.8.17.2001,Seção A da 22ª Vara Cível da Capital,11/03/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,11/03/2025,Pendente,,,,,,,,,
1ª CC,398.0,,0055257-07.2022.8.17.2001,Seção A da 22ª Vara Cível da Capital,11/03/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,11/03/2025,Pendente,,,,,,,,,
1ª CC,399.0,,0069165-98.2014.8.17.0001,Seção A da 22ª Vara Cível da Capital,11/03/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0144533-15.2023.8.17.2001,Seção A da 22ª Vara Cível da Capital,11/03/2025,Prioridade Legal,Cynthia Elisa Ramalho Da Silva,11/03/2025,Cálculo realizado,14/03/2025,"R$ 358,11",,,,,,,
1ª CC,400.0,,0035394-70.2019.8.17.2001,Seção A da 5ª Vara Cível da Capital,11/03/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,11/03/2025,Pendente,,,,,,,,,
1ª CC,,,0010238-46.2020.8.17.2001,Seção A da 23ª Vara Cível da Capital,11/03/2025,Prioridade Legal,Cynthia Elisa Ramalho Da Silva,11/03/2025,Devolvido: não há cálculos a serem realizados,14/03/2025,,Gratuidade Partes.,,,,,,
